shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,9,42.641685,-73.741372,471038.148775955255
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,10,42.254045,-73.798041,514391.825475772843
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,11,41.921415,-73.951678,553491.204879248398
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,12,41.706241,-73.937903,577444.706627057516
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,13,41.190104,-73.882939,635019.194851358421
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,14,40.936162,-73.903009,663306.343997916789
d2fc7d4e-4adf-4889-999e-ab49cde6aa01,15,40.749716,-73.991780,685342.052406730247
e074b67b-a86d-4af8-a9ac-730985c4f889,0,40.749716,-73.991780,0
e074b67b-a86d-4af8-a9ac-730985c4f889,1,41.190104,-73.882939,49814.2626504117652
e074b67b-a86d-4af8-a9ac-730985c4f889,2,41.706241,-73.937903,107388.750874712656
e074b67b-a86d-4af8-a9ac-730985c4f889,3,41.921415,-73.951678,131342.252622521773
e074b67b-a86d-4af8-a9ac-730985c4f889,4,42.254045,-73.798041,170441.632025997329
e074b67b-a86d-4af8-a9ac-730985c4f889,5,42.641685,-73.741372,213795.308725814917
e074b67b-a86d-4af8-a9ac-730985c4f889,6,42.814465,-73.942494,239073.633165165927
e074b67b-a86d-4af8-a9ac-730985c4f889,7,42.953541,-74.219674,266444.54024607304
e074b67b-a86d-4af8-a9ac-730985c4f889,8,43.104900,-75.223045,349720.723447869823
e074b67b-a86d-4af8-a9ac-730985c4f889,9,43.199834,-75.449681,370920.727717331087
e074b67b-a86d-4af8-a9ac-730985c4f889,10,43.076866,-76.170230,430963.17264367349
e074b67b-a86d-4af8-a9ac-730985c4f889,11,43.163683,-77.608484,548094.015123052988
e074b67b-a86d-4af8-a9ac-730985c4f889,12,42.907343,-78.726847,643353.514690053649
e074b67b-a86d-4af8-a9ac-730985c4f889,13,42.878211,-78.873374,655721.999294933979
e074b67b-a86d-4af8-a9ac-730985c4f889,14,43.113077,-79.031525,684833.45750177023
c2acd9c6-0d9f-432f-9abe-930fad946481,0,40.749716,-73.991780,0
c2acd9c6-0d9f-432f-9abe-930fad946481,1,40.936162,-73.903009,22035.7084088134688
c2acd9c6-0d9f-432f-9abe-930fad946481,2,41.190104,-73.882939,50322.8575553717965
c2acd9c6-0d9f-432f-9abe-930fad946481,3,41.706241,-73.937903,107897.345779672702
c2acd9c6-0d9f-432f-9abe-930fad946481,4,41.921415,-73.951678,131850.847527481819
c2acd9c6-0d9f-432f-9abe-930fad946481,5,42.254045,-73.798041,170950.226930957346
c2acd9c6-0d9f-432f-9abe-930fad946481,6,42.641685,-73.741372,214303.903630774934
c2acd9c6-0d9f-432f-9abe-930fad946481,7,42.814465,-73.942494,239582.228070125944
c2acd9c6-0d9f-432f-9abe-930fad946481,8,42.953541,-74.219674,266953.135151033057
c2acd9c6-0d9f-432f-9abe-930fad946481,9,43.104900,-75.223045,350229.31835282984
c2acd9c6-0d9f-432f-9abe-930fad946481,10,43.199834,-75.449681,371429.322622291103
c2acd9c6-0d9f-432f-9abe-930fad946481,11,43.076866,-76.170230,431471.767548633507
c2acd9c6-0d9f-432f-9abe-930fad946481,12,43.163683,-77.608484,548602.610028013005
c2acd9c6-0d9f-432f-9abe-930fad946481,13,42.907343,-78.726847,643862.109595013666
c2acd9c6-0d9f-432f-9abe-930fad946481,14,42.878211,-78.873374,656230.594199893996
c2acd9c6-0d9f-432f-9abe-930fad946481,15,43.113077,-79.031525,685342.052406730247
31ee0506-bbe8-4a21-bd26-cb31068cd92b,0,43.113077,-79.031525,0
31ee0506-bbe8-4a21-bd26-cb31068cd92b,1,42.878211,-78.873374,29111.4582068362106
31ee0506-bbe8-4a21-bd26-cb31068cd92b,2,42.907343,-78.726847,41479.9428117165153
31ee0506-bbe8-4a21-bd26-cb31068cd92b,3,43.163683,-77.608484,136739.442378717154
31ee0506-bbe8-4a21-bd26-cb31068cd92b,4,43.076866,-76.170230,253870.284858096624
31ee0506-bbe8-4a21-bd26-cb31068cd92b,5,43.199834,-75.449681,313912.729784439027
31ee0506-bbe8-4a21-bd26-cb31068cd92b,6,43.104900,-75.223045,335112.734053900291
31ee0506-bbe8-4a21-bd26-cb31068cd92b,7,42.953541,-74.219674,418388.917255697073
31ee0506-bbe8-4a21-bd26-cb31068cd92b,8,42.814465,-73.942494,445759.824336604215
31ee0506-bbe8-4a21-bd26-cb31068cd92b,9,42.641685,-73.741372,471038.148775955255
31ee0506-bbe8-4a21-bd26-cb31068cd92b,10,42.254045,-73.798041,514391.825475772843
31ee0506-bbe8-4a21-bd26-cb31068cd92b,11,41.921415,-73.951678,553491.204879248398
31ee0506-bbe8-4a21-bd26-cb31068cd92b,12,41.706241,-73.937903,577444.706627057516
31ee0506-bbe8-4a21-bd26-cb31068cd92b,13,41.190104,-73.882939,635019.194851358421
31ee0506-bbe8-4a21-bd26-cb31068cd92b,14,40.749716,-73.991780,684833.45750177023
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,0,43.113077,-79.031525,0
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,1,42.878211,-78.873374,29111.4582068362106
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,2,42.907343,-78.726847,41479.9428117165153
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,3,43.163683,-77.608484,136739.442378717154
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,4,43.076866,-76.170230,253870.284858096624
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,5,43.199834,-75.449681,313912.729784439027
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,6,43.104900,-75.223045,335112.734053900291
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,7,42.953541,-74.219674,418388.917255697073
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,8,42.814465,-73.942494,445759.824336604215
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,9,42.641685,-73.741372,471038.148775955255
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,10,42.254045,-73.798041,514391.825475772843
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,11,41.921415,-73.951678,553491.204879248398
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,12,41.706241,-73.937903,577444.706627057516
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,13,41.190104,-73.882939,635019.194851358421
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,14,40.936162,-73.903009,663306.343997916789
1ea2a070-866e-4a56-bc4f-1ff2cf2b2b8c,15,40.749716,-73.991780,685342.052406730247
1e39f525-a8e6-4132-9f60-cf9f59a0d789,0,43.269212,-73.580968,0
1e39f525-a8e6-4132-9f60-cf9f59a0d789,1,43.082520,-73.810510,27882.043742578986
1e39f525-a8e6-4132-9f60-cf9f59a0d789,2,43.081536,-73.810997,27998.3962401738281
1e39f525-a8e6-4132-9f60-cf9f59a0d789,3,42.814470,-73.942560,59566.4287180311803
1e39f525-a8e6-4132-9f60-cf9f59a0d789,4,42.813672,-73.941628,59683.2810131257065
1e39f525-a8e6-4132-9f60-cf9f59a0d789,5,42.641690,-73.741430,84845.1304112743237
1e39f525-a8e6-4132-9f60-cf9f59a0d789,6,42.640492,-73.741390,84978.3928971093555
1e39f525-a8e6-4132-9f60-cf9f59a0d789,7,42.523740,-73.737540,97964.4564943798759
1e39f525-a8e6-4132-9f60-cf9f59a0d789,8,42.282390,-73.771860,124948.930693670904
1e39f525-a8e6-4132-9f60-cf9f59a0d789,9,42.254050,-73.798090,128768.470840060603
1e39f525-a8e6-4132-9f60-cf9f59a0d789,10,42.253236,-73.798647,128869.906564111909
1e39f525-a8e6-4132-9f60-cf9f59a0d789,11,42.117580,-73.891340,145777.409644804546
1e39f525-a8e6-4132-9f60-cf9f59a0d789,12,41.961530,-73.907820,163182.691893275245
1e39f525-a8e6-4132-9f60-cf9f59a0d789,13,41.921410,-73.951730,168935.236878761672
1e39f525-a8e6-4132-9f60-cf9f59a0d789,14,41.920766,-73.951095,169024.02990162975
1e39f525-a8e6-4132-9f60-cf9f59a0d789,15,41.872630,-73.903700,175660.120680760971
1e39f525-a8e6-4132-9f60-cf9f59a0d789,16,41.778480,-73.916060,186179.113002677273
1e39f525-a8e6-4132-9f60-cf9f59a0d789,17,41.706240,-73.937950,194414.599986231362
1e39f525-a8e6-4132-9f60-cf9f59a0d789,18,41.189824,-73.882839,194497.443478096189
1e39f525-a8e6-4132-9f60-cf9f59a0d789,19,41.585660,-73.891340,208370.653067127278
1e39f525-a8e6-4132-9f60-cf9f59a0d789,20,41.190100,-73.883000,252360.481446653721
1e39f525-a8e6-4132-9f60-cf9f59a0d789,21,40.936081,-73.903075,252394.026787583076
1e39f525-a8e6-4132-9f60-cf9f59a0d789,22,41.119710,-73.841900,260910.492916468589
1e39f525-a8e6-4132-9f60-cf9f59a0d789,23,40.996480,-73.867980,274786.446294635942
1e39f525-a8e6-4132-9f60-cf9f59a0d789,24,40.936160,-73.903060,282111.962076570431
1e39f525-a8e6-4132-9f60-cf9f59a0d789,25,40.749710,-73.991820,282120.862451536697
1e39f525-a8e6-4132-9f60-cf9f59a0d789,26,40.860560,-73.917410,290604.392900613428
1e39f525-a8e6-4132-9f60-cf9f59a0d789,27,40.749710,-73.991820,304430.226602877141
4c5c7513-dc1f-478a-a587-0441ea2541f5,0,40.749720,-73.991800,0
4c5c7513-dc1f-478a-a587-0441ea2541f5,1,40.860560,-73.917390,13824.8421741876955
4c5c7513-dc1f-478a-a587-0441ea2541f5,2,40.936067,-73.903048,22306.9189484979943
4c5c7513-dc1f-478a-a587-0441ea2541f5,3,40.936160,-73.903030,22317.3924068895103
4c5c7513-dc1f-478a-a587-0441ea2541f5,4,40.996480,-73.867950,29642.9081888244837
4c5c7513-dc1f-478a-a587-0441ea2541f5,5,41.119710,-73.841860,43518.9937239052524
4c5c7513-dc1f-478a-a587-0441ea2541f5,6,41.189841,-73.882809,52037.5847340763503
4c5c7513-dc1f-478a-a587-0441ea2541f5,7,41.190100,-73.882960,52069.0051937201206
4c5c7513-dc1f-478a-a587-0441ea2541f5,8,41.585660,-73.891300,96058.8335732465785
4c5c7513-dc1f-478a-a587-0441ea2541f5,9,41.705542,-73.937640,109934.141754144628
4c5c7513-dc1f-478a-a587-0441ea2541f5,10,41.706240,-73.937910,110014.886654142509
4c5c7513-dc1f-478a-a587-0441ea2541f5,11,41.778480,-73.916020,118250.373637696583
4c5c7513-dc1f-478a-a587-0441ea2541f5,12,41.872630,-73.903660,128769.365959612871
4c5c7513-dc1f-478a-a587-0441ea2541f5,13,41.920745,-73.951035,135402.607978799584
4c5c7513-dc1f-478a-a587-0441ea2541f5,14,41.921410,-73.951690,135494.249761612184
4c5c7513-dc1f-478a-a587-0441ea2541f5,15,41.961530,-73.907780,141246.794747098611
4c5c7513-dc1f-478a-a587-0441ea2541f5,16,42.117580,-73.891300,158652.07699556931
4c5c7513-dc1f-478a-a587-0441ea2541f5,17,42.253215,-73.798622,175556.900169261644
4c5c7513-dc1f-478a-a587-0441ea2541f5,18,42.254050,-73.798050,175661.015800313238
4c5c7513-dc1f-478a-a587-0441ea2541f5,19,42.282390,-73.771820,179480.555946702923
4c5c7513-dc1f-478a-a587-0441ea2541f5,20,42.523740,-73.737490,206465.115903239115
4c5c7513-dc1f-478a-a587-0441ea2541f5,21,42.640494,-73.741340,219451.371557362902
4c5c7513-dc1f-478a-a587-0441ea2541f5,22,42.641690,-73.741380,219584.441986344696
4c5c7513-dc1f-478a-a587-0441ea2541f5,23,42.813697,-73.941607,244749.916138289962
4c5c7513-dc1f-478a-a587-0441ea2541f5,24,42.814470,-73.942510,244863.143679587083
4c5c7513-dc1f-478a-a587-0441ea2541f5,25,43.081505,-73.810962,276427.519711278495
4c5c7513-dc1f-478a-a587-0441ea2541f5,26,43.082520,-73.810460,276547.528655038856
4c5c7513-dc1f-478a-a587-0441ea2541f5,27,43.269194,-73.580951,304426.221981061157
c7134d37-9e29-43e6-8ef8-7b340dad00cc,0,40.749720,-73.991810,0
c7134d37-9e29-43e6-8ef8-7b340dad00cc,1,40.860560,-73.917400,13824.8421741876955
c7134d37-9e29-43e6-8ef8-7b340dad00cc,2,40.936160,-73.903040,22317.3924068895067
c7134d37-9e29-43e6-8ef8-7b340dad00cc,3,40.996480,-73.867970,29642.5706344169339
c7134d37-9e29-43e6-8ef8-7b340dad00cc,4,41.119710,-73.841880,43518.6561694977063
